,Awards,Awards_Won,Awards_Nominated,Prime_Awards_Nominated,Oscar_Awards_Nominated,Golden_Globe_Awards_Nominated,BAFTA_Awards_Nominated,Prime_Awards_won,Oscar_Awards_won,Golden_Globe_Awards_won,BAFTA_Awards_won
957,2 wins & 15 nominations.,2,15,0,0,0,0,0,0,0,0
958,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
959,1 win.,1,0,0,0,0,0,0,0,0,0
960,5 wins & 2 nominations.,5,2,0,0,0,0,0,0,0,0
961,10 wins & 2 nominations.,10,2,0,0,0,0,0,0,0,0
962,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
963,2 nominations.,0,2,0,0,0,0,0,0,0,0
964,2 nominations.,0,2,0,0,0,0,0,0,0,0
965,1 nomination.,0,1,0,0,0,0,0,0,0,0
966,2 nominations.,0,2,0,0,0,0,0,0,0,0
967,3 nominations.,0,3,0,0,0,0,0,0,0,0
968,1 nomination.,0,1,0,0,0,0,0,0,0,0
969,Nominated for 1 Primetime Emmy. Another 30 nominations.,0,31,1,0,0,0,0,0,0,0
970,1 nomination.,0,1,0,0,0,0,0,0,0,0
971,1 win.,1,0,0,0,0,0,0,0,0,0
972,4 wins & 6 nominations.,4,6,0,0,0,0,0,0,0,0
973,2 nominations.,0,2,0,0,0,0,0,0,0,0
974,Nominated for 1 Primetime Emmy. Another 2 wins & 4 nominations.,2,5,1,0,0,0,0,0,0,0
975,1 nomination.,0,1,0,0,0,0,0,0,0,0
976,7 nominations.,0,7,0,0,0,0,0,0,0,0
977,4 nominations.,0,4,0,0,0,0,0,0,0,0
978,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
979,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
980,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
981,18 wins & 5 nominations.,18,5,0,0,0,0,0,0,0,0
982,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0
983,1 nomination.,0,1,0,0,0,0,0,0,0,0
984,6 wins & 13 nominations.,6,13,0,0,0,0,0,0,0,0
985,1 win & 8 nominations.,1,8,0,0,0,0,0,0,0,0
986,4 wins.,4,0,0,0,0,0,0,0,0,0
987,1 win.,1,0,0,0,0,0,0,0,0,0
988,1 win.,1,0,0,0,0,0,0,0,0,0
989,1 nomination.,0,1,0,0,0,0,0,0,0,0
990,Nominated for 4 Primetime Emmys. Another 12 nominations.,0,16,4,0,0,0,0,0,0,0
991,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
992,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0,0
993,Won 1 Primetime Emmy. Another 1 win & 4 nominations.,2,4,0,0,0,0,1,0,0,0
994,1 nomination.,0,1,0,0,0,0,0,0,0,0
995,20 wins & 32 nominations.,20,32,0,0,0,0,0,0,0,0
996,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
997,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
998,9 nominations.,0,9,0,0,0,0,0,0,0,0
999,Nominated for 1 Oscar. Another 38 wins & 74 nominations.,38,75,0,1,0,0,0,0,0,0
1000,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,0
1001,1 win & 11 nominations.,1,11,0,0,0,0,0,0,0,0
1002,1 nomination.,0,1,0,0,0,0,0,0,0,0
1003,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1004,1 win.,1,0,0,0,0,0,0,0,0,0
1005,1 nomination.,0,1,0,0,0,0,0,0,0,0
1006,1 nomination.,0,1,0,0,0,0,0,0,0,0
1007,2 nominations.,0,2,0,0,0,0,0,0,0,0
1008,2 nominations.,0,2,0,0,0,0,0,0,0,0
1009,19 wins & 10 nominations.,19,10,0,0,0,0,0,0,0,0
1010,15 wins & 27 nominations.,15,27,0,0,0,0,0,0,0,0
1011,1 win.,1,0,0,0,0,0,0,0,0,0
1012,2 nominations.,0,2,0,0,0,0,0,0,0,0
1013,3 nominations.,0,3,0,0,0,0,0,0,0,0
1014,6 nominations.,0,6,0,0,0,0,0,0,0,0
1015,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1016,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1017,1 nomination.,0,1,0,0,0,0,0,0,0,0
1018,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
1019,1 nomination.,0,1,0,0,0,0,0,0,0,0
1020,1 nomination.,0,1,0,0,0,0,0,0,0,0
1021,6 wins & 15 nominations.,6,15,0,0,0,0,0,0,0,0
1022,3 wins & 5 nominations.,3,5,0,0,0,0,0,0,0,0
1023,1 nomination.,0,1,0,0,0,0,0,0,0,0
1024,1 nomination.,0,1,0,0,0,0,0,0,0,0
1025,6 wins & 19 nominations.,6,19,0,0,0,0,0,0,0,0
1026,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
1027,1 nomination.,0,1,0,0,0,0,0,0,0,0
1028,1 nomination.,0,1,0,0,0,0,0,0,0,0
1029,5 wins & 4 nominations.,5,4,0,0,0,0,0,0,0,0
1030,5 wins & 6 nominations.,5,6,0,0,0,0,0,0,0,0
1031,1 win.,1,0,0,0,0,0,0,0,0,0
1032,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
1033,1 nomination.,0,1,0,0,0,0,0,0,0,0
1034,1 win.,1,0,0,0,0,0,0,0,0,0
1035,4 wins & 6 nominations.,4,6,0,0,0,0,0,0,0,0
1036,Won 5 Primetime Emmys. Another 7 wins & 23 nominations.,12,23,0,0,0,0,5,0,0,0
1037,1 nomination.,0,1,0,0,0,0,0,0,0,0
1038,1 nomination.,0,1,0,0,0,0,0,0,0,0
1039,2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0,0
1040,6 wins & 12 nominations.,6,12,0,0,0,0,0,0,0,0
1041,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0
1042,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
1043,1 nomination.,0,1,0,0,0,0,0,0,0,0
1044,1 win.,1,0,0,0,0,0,0,0,0,0
1045,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
1046,12 wins & 10 nominations.,12,10,0,0,0,0,0,0,0,0
1047,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
1048,1 win.,1,0,0,0,0,0,0,0,0,0
1049,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1050,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1051,1 nomination.,0,1,0,0,0,0,0,0,0,0
1052,5 wins & 15 nominations.,5,15,0,0,0,0,0,0,0,0
1053,2 nominations.,0,2,0,0,0,0,0,0,0,0
1054,2 nominations.,0,2,0,0,0,0,0,0,0,0
1055,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1056,4 wins & 7 nominations.,4,7,0,0,0,0,0,0,0,0
1057,1 win.,1,0,0,0,0,0,0,0,0,0
1058,2 nominations.,0,2,0,0,0,0,0,0,0,0
1059,Won 1 Oscar. Another 2 wins & 1 nomination.,3,1,0,0,0,0,0,1,0,0
1060,1 nomination.,0,1,0,0,0,0,0,0,0,0
1061,4 wins & 14 nominations.,4,14,0,0,0,0,0,0,0,0
1062,1 nomination.,0,1,0,0,0,0,0,0,0,0
1063,20 wins & 19 nominations.,20,19,0,0,0,0,0,0,0,0
1064,1 nomination.,0,1,0,0,0,0,0,0,0,0
1065,6 wins & 2 nominations.,6,2,0,0,0,0,0,0,0,0
1066,1 win.,1,0,0,0,0,0,0,0,0,0
1067,1 nomination.,0,1,0,0,0,0,0,0,0,0
1068,1 win.,1,0,0,0,0,0,0,0,0,0
1069,1 nomination.,0,1,0,0,0,0,0,0,0,0
1070,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1071,2 wins.,2,0,0,0,0,0,0,0,0,0
1072,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
1073,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
1074,2 wins.,2,0,0,0,0,0,0,0,0,0
1075,3 wins & 12 nominations.,3,12,0,0,0,0,0,0,0,0
1076,8 nominations.,0,8,0,0,0,0,0,0,0,0
1077,5 nominations.,0,5,0,0,0,0,0,0,0,0
1078,1 nomination.,0,1,0,0,0,0,0,0,0,0
1079,5 nominations.,0,5,0,0,0,0,0,0,0,0
1080,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1081,1 nomination.,0,1,0,0,0,0,0,0,0,0
1082,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0
1083,1 win.,1,0,0,0,0,0,0,0,0,0
1084,1 nomination.,0,1,0,0,0,0,0,0,0,0
1085,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1086,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1087,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
1088,2 nominations.,0,2,0,0,0,0,0,0,0,0
1089,6 nominations.,0,6,0,0,0,0,0,0,0,0
1090,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
1091,1 nomination.,0,1,0,0,0,0,0,0,0,0
1092,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
1093,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
1094,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
1095,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
1096,1 win & 12 nominations.,1,12,0,0,0,0,0,0,0,0
1097,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0
1098,1 nomination.,0,1,0,0,0,0,0,0,0,0
1099,3 wins & 17 nominations.,3,17,0,0,0,0,0,0,0,0
1100,1 nomination.,0,1,0,0,0,0,0,0,0,0
1101,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1102,1 nomination.,0,1,0,0,0,0,0,0,0,0
1103,1 nomination.,0,1,0,0,0,0,0,0,0,0
1104,5 nominations.,0,5,0,0,0,0,0,0,0,0
1105,1 nomination.,0,1,0,0,0,0,0,0,0,0
1106,Won 2 Primetime Emmys. Another 3 wins & 5 nominations.,5,5,0,0,0,0,2,0,0,0
1107,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1108,2 nominations.,0,2,0,0,0,0,0,0,0,0
1109,Won 1 Primetime Emmy. Another 1 nomination.,1,1,0,0,0,0,1,0,0,0
1110,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
1111,6 wins & 4 nominations.,6,4,0,0,0,0,0,0,0,0
1112,2 wins.,2,0,0,0,0,0,0,0,0,0
1113,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
1114,1 win.,1,0,0,0,0,0,0,0,0,0
1115,8 wins & 2 nominations.,8,2,0,0,0,0,0,0,0,0
1116,1 nomination.,0,1,0,0,0,0,0,0,0,0
1117,1 nomination.,0,1,0,0,0,0,0,0,0,0
1118,1 nomination.,0,1,0,0,0,0,0,0,0,0
1119,1 win.,1,0,0,0,0,0,0,0,0,0
1120,1 nomination.,0,1,0,0,0,0,0,0,0,0
1121,3 wins & 8 nominations.,3,8,0,0,0,0,0,0,0,0
1122,1 win.,1,0,0,0,0,0,0,0,0,0
1123,4 wins & 11 nominations.,4,11,0,0,0,0,0,0,0,0
1124,5 wins & 6 nominations.,5,6,0,0,0,0,0,0,0,0
1125,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1126,2 nominations.,0,2,0,0,0,0,0,0,0,0
1127,1 nomination.,0,1,0,0,0,0,0,0,0,0
1128,2 nominations.,0,2,0,0,0,0,0,0,0,0
1129,1 win.,1,0,0,0,0,0,0,0,0,0
1130,1 nomination.,0,1,0,0,0,0,0,0,0,0
1131,1 nomination.,0,1,0,0,0,0,0,0,0,0
1132,1 win.,1,0,0,0,0,0,0,0,0,0
1133,2 nominations.,0,2,0,0,0,0,0,0,0,0
1134,1 nomination.,0,1,0,0,0,0,0,0,0,0
1135,6 nominations.,0,6,0,0,0,0,0,0,0,0
1136,8 wins.,8,0,0,0,0,0,0,0,0,0
1137,15 wins & 30 nominations.,15,30,0,0,0,0,0,0,0,0
1138,1 nomination.,0,1,0,0,0,0,0,0,0,0
1139,2 wins.,2,0,0,0,0,0,0,0,0,0
1140,Won 1 Primetime Emmy. Another 1 win & 21 nominations.,2,21,0,0,0,0,1,0,0,0
1141,1 nomination.,0,1,0,0,0,0,0,0,0,0
1142,2 nominations.,0,2,0,0,0,0,0,0,0,0
1143,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1144,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
1145,1 win.,1,0,0,0,0,0,0,0,0,0
1146,2 nominations.,0,2,0,0,0,0,0,0,0,0
1147,1 win.,1,0,0,0,0,0,0,0,0,0
1148,Nominated for 1 Golden Globe. Another 8 wins & 16 nominations.,8,17,0,0,1,0,0,0,0,0
1149,Won 1 Primetime Emmy. Another 2 wins.,3,0,0,0,0,0,1,0,0,0
1150,7 wins & 8 nominations.,7,8,0,0,0,0,0,0,0,0
1151,1 win.,1,0,0,0,0,0,0,0,0,0
1152,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
1153,1 win.,1,0,0,0,0,0,0,0,0,0
1154,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1155,1 nomination.,0,1,0,0,0,0,0,0,0,0
1156,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
1157,1 nomination.,0,1,0,0,0,0,0,0,0,0
1158,1 nomination.,0,1,0,0,0,0,0,0,0,0
1159,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1160,5 wins.,5,0,0,0,0,0,0,0,0,0
1161,3 nominations.,0,3,0,0,0,0,0,0,0,0
1162,4 nominations.,0,4,0,0,0,0,0,0,0,0
1163,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
1164,1 nomination.,0,1,0,0,0,0,0,0,0,0
1165,1 win.,1,0,0,0,0,0,0,0,0,0
1166,1 nomination.,0,1,0,0,0,0,0,0,0,0
1167,1 nomination.,0,1,0,0,0,0,0,0,0,0
1168,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1169,3 nominations.,0,3,0,0,0,0,0,0,0,0
1170,1 nomination.,0,1,0,0,0,0,0,0,0,0
1171,4 wins.,4,0,0,0,0,0,0,0,0,0
1172,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1173,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1174,1 nomination.,0,1,0,0,0,0,0,0,0,0
1175,2 nominations.,0,2,0,0,0,0,0,0,0,0
1176,1 win.,1,0,0,0,0,0,0,0,0,0
1177,Nominated for 1 Primetime Emmy. Another 1 nomination.,0,2,1,0,0,0,0,0,0,0
1178,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
1179,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1180,6 wins & 3 nominations.,6,3,0,0,0,0,0,0,0,0
1181,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0,0
1182,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1183,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
1184,5 wins & 3 nominations.,5,3,0,0,0,0,0,0,0,0
1185,Nominated for 1 Oscar. Another 4 wins & 9 nominations.,4,10,0,1,0,0,0,0,0,0
1186,2 wins.,2,0,0,0,0,0,0,0,0,0
1187,Won 2 Primetime Emmys. Another 3 nominations.,2,3,0,0,0,0,2,0,0,0
1188,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
1189,4 wins.,4,0,0,0,0,0,0,0,0,0
1190,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1191,9 wins & 1 nomination.,9,1,0,0,0,0,0,0,0,0
1192,1 win.,1,0,0,0,0,0,0,0,0,0
1193,5 nominations.,0,5,0,0,0,0,0,0,0,0
1194,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1195,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0,0
1196,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1197,1 win.,1,0,0,0,0,0,0,0,0,0
1198,4 wins & 3 nominations.,4,3,0,0,0,0,0,0,0,0
1199,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
1200,9 wins & 7 nominations.,9,7,0,0,0,0,0,0,0,0
1201,2 wins.,2,0,0,0,0,0,0,0,0,0
1202,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,0
1203,2 nominations.,0,2,0,0,0,0,0,0,0,0
1204,8 wins & 3 nominations.,8,3,0,0,0,0,0,0,0,0
1205,1 nomination.,0,1,0,0,0,0,0,0,0,0
1206,6 wins & 25 nominations.,6,25,0,0,0,0,0,0,0,0
1207,1 win.,1,0,0,0,0,0,0,0,0,0
1208,1 nomination.,0,1,0,0,0,0,0,0,0,0
1209,1 nomination.,0,1,0,0,0,0,0,0,0,0
1210,2 wins.,2,0,0,0,0,0,0,0,0,0
1211,2 wins & 16 nominations.,2,16,0,0,0,0,0,0,0,0
1212,1 nomination.,0,1,0,0,0,0,0,0,0,0
1213,2 nominations.,0,2,0,0,0,0,0,0,0,0
1214,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1215,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0
1216,1 nomination.,0,1,0,0,0,0,0,0,0,0
1217,15 wins & 20 nominations.,15,20,0,0,0,0,0,0,0,0
1218,1 nomination.,0,1,0,0,0,0,0,0,0,0
1219,1 win.,1,0,0,0,0,0,0,0,0,0
1220,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
1221,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
1222,1 win.,1,0,0,0,0,0,0,0,0,0
1223,4 wins & 10 nominations.,4,10,0,0,0,0,0,0,0,0
1224,2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0,0
1225,1 nomination.,0,1,0,0,0,0,0,0,0,0
1226,4 wins & 4 nominations.,4,4,0,0,0,0,0,0,0,0
1227,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
1228,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1229,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1230,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
1231,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1232,2 nominations.,0,2,0,0,0,0,0,0,0,0
1233,Won 2 Primetime Emmys. Another 7 wins & 23 nominations.,9,23,0,0,0,0,2,0,0,0
1234,3 wins.,3,0,0,0,0,0,0,0,0,0
1235,2 wins.,2,0,0,0,0,0,0,0,0,0
1236,7 wins & 9 nominations.,7,9,0,0,0,0,0,0,0,0
1237,1 nomination.,0,1,0,0,0,0,0,0,0,0
1238,2 wins.,2,0,0,0,0,0,0,0,0,0
1239,2 nominations.,0,2,0,0,0,0,0,0,0,0
1240,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
1241,6 wins.,6,0,0,0,0,0,0,0,0,0
1242,3 nominations.,0,3,0,0,0,0,0,0,0,0
1243,9 wins & 5 nominations.,9,5,0,0,0,0,0,0,0,0
1244,1 nomination.,0,1,0,0,0,0,0,0,0,0
1245,6 wins & 7 nominations.,6,7,0,0,0,0,0,0,0,0
1246,1 nomination.,0,1,0,0,0,0,0,0,0,0
1247,2 nominations.,0,2,0,0,0,0,0,0,0,0
1248,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
1249,1 nomination.,0,1,0,0,0,0,0,0,0,0
1250,1 nomination.,0,1,0,0,0,0,0,0,0,0
1251,1 nomination.,0,1,0,0,0,0,0,0,0,0
1252,5 nominations.,0,5,0,0,0,0,0,0,0,0
1253,Nominated for 4 Primetime Emmys. Another 18 wins & 40 nominations.,18,44,4,0,0,0,0,0,0,0
1254,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
1255,1 win.,1,0,0,0,0,0,0,0,0,0
1256,1 win.,1,0,0,0,0,0,0,0,0,0
1257,1 nomination.,0,1,0,0,0,0,0,0,0,0
1258,Won 2 Golden Globes. Another 3 wins & 3 nominations.,5,3,0,0,0,0,0,0,2,0
1259,Nominated for 1 Primetime Emmy. Another 4 nominations.,0,5,1,0,0,0,0,0,0,0
1260,5 wins.,5,0,0,0,0,0,0,0,0,0
1261,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
1262,1 win.,1,0,0,0,0,0,0,0,0,0
1263,1 nomination.,0,1,0,0,0,0,0,0,0,0
1264,1 nomination.,0,1,0,0,0,0,0,0,0,0
1265,2 nominations.,0,2,0,0,0,0,0,0,0,0
1266,1 nomination.,0,1,0,0,0,0,0,0,0,0
1267,1 win.,1,0,0,0,0,0,0,0,0,0
1268,8 wins.,8,0,0,0,0,0,0,0,0,0
1269,1 nomination.,0,1,0,0,0,0,0,0,0,0
1270,1 nomination.,0,1,0,0,0,0,0,0,0,0
1271,1 nomination.,0,1,0,0,0,0,0,0,0,0
1272,1 nomination.,0,1,0,0,0,0,0,0,0,0
1273,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0
1274,1 win.,1,0,0,0,0,0,0,0,0,0
1275,1 nomination.,0,1,0,0,0,0,0,0,0,0
1276,2 nominations.,0,2,0,0,0,0,0,0,0,0
1277,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1278,1 win.,1,0,0,0,0,0,0,0,0,0
1279,1 win.,1,0,0,0,0,0,0,0,0,0
1280,1 nomination.,0,1,0,0,0,0,0,0,0,0
1281,Won 1 Golden Globe. Another 12 wins & 39 nominations.,13,39,0,0,0,0,0,0,1,0
1282,1 win.,1,0,0,0,0,0,0,0,0,0
1283,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1284,3 wins & 5 nominations.,3,5,0,0,0,0,0,0,0,0
1285,1 win.,1,0,0,0,0,0,0,0,0,0
1286,6 nominations.,0,6,0,0,0,0,0,0,0,0
1287,1 win.,1,0,0,0,0,0,0,0,0,0
1288,1 nomination.,0,1,0,0,0,0,0,0,0,0
1289,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1290,2 nominations.,0,2,0,0,0,0,0,0,0,0
1291,1 nomination.,0,1,0,0,0,0,0,0,0,0
1292,6 wins & 2 nominations.,6,2,0,0,0,0,0,0,0,0
1293,1 win.,1,0,0,0,0,0,0,0,0,0
1294,2 nominations.,0,2,0,0,0,0,0,0,0,0
1295,1 nomination.,0,1,0,0,0,0,0,0,0,0
1296,1 nomination.,0,1,0,0,0,0,0,0,0,0
1297,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1298,1 win.,1,0,0,0,0,0,0,0,0,0
1299,2 nominations.,0,2,0,0,0,0,0,0,0,0
1300,1 win.,1,0,0,0,0,0,0,0,0,0
1301,2 nominations.,0,2,0,0,0,0,0,0,0,0
1302,2 nominations.,0,2,0,0,0,0,0,0,0,0
1303,1 nomination.,0,1,0,0,0,0,0,0,0,0
1304,1 nomination.,0,1,0,0,0,0,0,0,0,0
1305,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1306,1 win.,1,0,0,0,0,0,0,0,0,0
1307,3 nominations.,0,3,0,0,0,0,0,0,0,0
1308,1 nomination.,0,1,0,0,0,0,0,0,0,0
1309,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1310,1 win.,1,0,0,0,0,0,0,0,0,0
1311,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1312,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
1313,1 nomination.,0,1,0,0,0,0,0,0,0,0
1314,1 nomination.,0,1,0,0,0,0,0,0,0,0
1315,2 wins.,2,0,0,0,0,0,0,0,0,0
1316,1 nomination.,0,1,0,0,0,0,0,0,0,0
1317,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1318,8 nominations.,0,8,0,0,0,0,0,0,0,0
1319,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0
1320,15 wins & 6 nominations.,15,6,0,0,0,0,0,0,0,0
1321,1 nomination.,0,1,0,0,0,0,0,0,0,0
1322,1 nomination.,0,1,0,0,0,0,0,0,0,0
1323,1 win.,1,0,0,0,0,0,0,0,0,0
1324,1 win.,1,0,0,0,0,0,0,0,0,0
1325,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1326,1 nomination.,0,1,0,0,0,0,0,0,0,0
1327,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1328,2 nominations.,0,2,0,0,0,0,0,0,0,0
1329,1 nomination.,0,1,0,0,0,0,0,0,0,0
1330,1 win.,1,0,0,0,0,0,0,0,0,0
1331,2 wins.,2,0,0,0,0,0,0,0,0,0
1332,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1333,4 wins & 7 nominations.,4,7,0,0,0,0,0,0,0,0
1334,4 nominations.,0,4,0,0,0,0,0,0,0,0
1335,1 nomination.,0,1,0,0,0,0,0,0,0,0
1336,5 wins & 11 nominations.,5,11,0,0,0,0,0,0,0,0
1337,1 nomination.,0,1,0,0,0,0,0,0,0,0
1338,1 nomination.,0,1,0,0,0,0,0,0,0,0
1339,1 nomination.,0,1,0,0,0,0,0,0,0,0
1340,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1341,1 nomination.,0,1,0,0,0,0,0,0,0,0
1342,1 nomination.,0,1,0,0,0,0,0,0,0,0
1343,1 nomination.,0,1,0,0,0,0,0,0,0,0
1344,1 nomination.,0,1,0,0,0,0,0,0,0,0
1345,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1346,1 win & 14 nominations.,1,14,0,0,0,0,0,0,0,0
1347,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0,0
1348,5 nominations.,0,5,0,0,0,0,0,0,0,0
1349,1 nomination.,0,1,0,0,0,0,0,0,0,0
1350,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0,0
1351,8 wins & 15 nominations.,8,15,0,0,0,0,0,0,0,0
1352,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0,0
1353,4 nominations.,0,4,0,0,0,0,0,0,0,0
1354,1 nomination.,0,1,0,0,0,0,0,0,0,0
1355,Nominated for 1 Primetime Emmy. Another 1 nomination.,0,2,1,0,0,0,0,0,0,0
1356,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
1357,1 win.,1,0,0,0,0,0,0,0,0,0
1358,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1359,1 nomination.,0,1,0,0,0,0,0,0,0,0
1360,2 nominations.,0,2,0,0,0,0,0,0,0,0
1361,1 win.,1,0,0,0,0,0,0,0,0,0
1362,3 nominations.,0,3,0,0,0,0,0,0,0,0
1363,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1364,3 nominations.,0,3,0,0,0,0,0,0,0,0
1365,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
1366,1 nomination.,0,1,0,0,0,0,0,0,0,0
1367,1 nomination.,0,1,0,0,0,0,0,0,0,0
1368,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1369,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1370,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
1371,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
1372,1 win.,1,0,0,0,0,0,0,0,0,0
1373,2 nominations.,0,2,0,0,0,0,0,0,0,0
1374,4 wins & 5 nominations.,4,5,0,0,0,0,0,0,0,0
1375,1 win.,1,0,0,0,0,0,0,0,0,0
1376,1 nomination.,0,1,0,0,0,0,0,0,0,0
1377,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
1378,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
