asterisk,list_name,author,display_name,book_review_link,isbn10,description,publisher,rank,price,published_date,sunday_review_link,ranks_last_week,weeks_on_list,contributor,contributor_note,primary_isbn10,article_chapter_link,dagger,age_group,isbn13,primary_isbn13,title,bestsellers_date,first_chapter_link
0,Mass Market Paperback,Diana Gabaldon,Paperback Mass-Market Fiction,,0385335970,"Volume 2 of the Outlander series, about an 18th-century Scottish warrior and a time-traveling World War II-era nurse; first published in 1992.",Dell,19,0,2015-01-25,,,0,by Diana Gabaldon,,0440215625,,0,,9780385335973,9780440215622,DRAGONFLY IN AMBER,2015-01-10,
,,Todd J McCaffrey,,,0345491165,,Del Rey,,0,,,,,by Todd J. McCaffrey,,,,,,9780345491169,,DRAGONGIRL,,
,,Todd McCaffrey,,,,,Del Rey,,0,,,,,by Todd McCaffrey,,,,,,,,DRAGONHEART,,
,,Sherrilyn Kenyon,,,1250092418,"The first book of a new trilogy featuring Illarion, a dragon made into a human against his will. A Dark-Hunter novel.",St. Martin's,,0,,,,,by Sherrilyn Kenyon,,,,,,9781250092410,,DRAGONMARK,,
,,Terry Pratchett,,,0544466616,"Wizards, heroes and tortoises, in 14 stories.",Houghton Mifflin Harcourt Publishing,,0,,,,,by Terry Pratchett. Illustrated by Mark Beech,Illustrated by Mark Beech,,,,Ages 9 to 12,9780544466616,,DRAGONS AT CRUMBLING CASTLE,,
0,Picture Books,Adam Rubin,Children’s Picture Books,,0803736800,What to serve your dragon-guests.,Dial,8,0,2016-12-18,,,146,by Adam Rubin. Illustrated by Daniel Salmieri,Illustrated by Daniel Salmieri,0803736800,,0,,9780803736801,9780803736801,DRAGONS LOVE TACOS,2016-12-03,
,,Margaret Weis and Tracy Hickman,,,,,Wizards of the Coast,,0,,,,,by Margaret Weis and Tracy Hickman,,,,,,,,DRAGONS OF THE HOURGLASS MAGE,,
,,Tsuyoshi Watanabe,,,0316308803,The students of Nangokuren High School fall victim to a swimsuit thief.,Yen Press,,0,,,,,by Tsuyoshi Watanabe,,,,,,9780316308809,,"DRAGONS RIOTING, VOL. 4",,
0,Manga,Tsuyoshi Watanabe,Manga,,0316308811,"Rintaro tries to enjoy a relaxing summer break, but Ayane and Rurina have other ideas.",Yen Press,4,0,2016-12-18,,,1,by Tsuyoshi Watanabe,,0316308811,,0,,9780316308816,9780316308816,"DRAGONS RIOTING, VOL. 5",2016-12-03,
0,Paperback Graphic Books,Raina Telgemeier,Paperback Graphic Books,,0545326990,"Callie becomes the stage manager for her middle school’s production of ""Moon Over Mississippi.""",Scholastic,2,0,2016-12-25,https://www.nytimes.com/2012/08/26/books/review/drama-by-raina-telgemeier.html,,174,by Raina Telgemeier,,0545326990,,0,,9780545326995,9780545326995,DRAMA,2016-12-10,
,,Maud Casey,,,0688176968,,,,0,,https://www.nytimes.com/2002/08/11/books/lonelyhearts-club.html,,,,,,,,,9780688176969,,Drastic: Stories,,
,,Cora Brent,,,,"Years ago, Cord seduced Saylor to win a bet. Now he's back again.",Cora Brent,,0,,,,,by Cora Brent,,,,,,,,DRAW (GENTRY BOYS #1),,
,,Lee J. Ames,,,0823086046,,,,0,,https://www.nytimes.com/2009/05/24/books/review/Bradfield-t.html,,,,,,,,,9780823086047,,"Draw 50 Buildings and Other Structures: The Step-by-Step Way to Draw Castles and Cathedrals, Skyscrapers and Bridges, an",,
,,Donna Leon,,,0802119794,,Atlantic,,0,,,,,by Donna Leon,,,,,,9780802119797,,DRAWING CONCLUSIONS,,
,,Allen Say,,,0545176867,This memoir is about the cartoonist’s road to becoming an artist.,Scholastic,,17.99,,https://www.nytimes.com/2011/11/13/books/review/picture-books-about-childhoods-in-wartime-asia.html,,,by Allen Say,,,,,,9780545176866,,DRAWING FROM MEMORY,,
,,Edwin Danson,,,0471385026,,,,0,,https://www.nytimes.com/2001/08/19/books/books-in-brief-nonfiction-627950.html,,,,,,,,,9780471385028,,Drawing the Line : How Mason and Dixon Surveyed the Most Famous Border in America,,
,,Eric Hebborn,,,0679420843,,,,0,,https://www.nytimes.com/1993/07/25/books/a-fake-s-progress.html,,,,,,,,,9780679420842,,Drawn to Trouble: Confessions of a Master Forger: A Memoir,,
,,Ai,,,0393326195,,,,0,,https://www.nytimes.com/2003/05/04/books/when-bad-things-happen-to-everyone.html,,,,,,,,,9780393326192,,Dread: Poems,,
,,Kristi Yamaguchi,,,1402252757,A most persistent ice-skating pig learns to believe in herself.,Sourcebooks Jabberwocky,,16.99,,,,,by Kristi Yamaguchi. Illustrated by Tim Bowers,Illustrated by Tim Bowers,,,,Ages 4 and up,9781402252754,,"DREAM BIG, LITTLE PIG!",,
,,Jayne Ann Krentz,,,0515154083,"A psychic counselor, returning to a small Oregon town after her mentor’s suspicious death, is drawn to a psychic investigator with disturbing power; a Dark Legacy novel. ",Jove,,0,,,,,by Jayne Ann Krentz,,,,,,9780515154085,,DREAM EYES,,
,,Jonathan and Drew Scott,,,0544715675,"The stars of HGTV’s “Property Brothers” collect their  advice on buying, selling and renovating houses.",Houghton Mifflin Harcourt,,0,,,,,by Jonathan and Drew Scott,,,,,,9780544715677,,DREAM HOME,,
,,Jessica Hagedorn,,,0142001090,,,,0,,https://www.nytimes.com/2003/10/05/books/what-s-cooking-on-mindanao.html,,,,,,,,,9780142001097,,Dream Jungle,,
,,Lisa Kleypas,,,0312605919,"Zoe, an innkeeper in the town of Friday Harbor, has been so hurt in the past that she dare not trust her heart with anyone — especially not the bitter Alex Nolan, who drinks to keep his own demons at bay.",St. Martin's,,0,,,,,by Lisa Kleypas,,,,,,9780312605919,,DREAM LAKE,,
,,Sherryl Woods,,,0373389922,,Harlequin,,0,,,,,by Sherryl Woods,,,,,,9780373389926,,DREAM MENDER,,
,,Masahiko Shimada,,,0446670103,,,,0,,https://www.nytimes.com/1992/12/27/books/in-short-fiction-523992.html,,,,,,,,,9780446670104,,Dream Messenger,,
,,Dolly Parton,,,0399162488,,Penguin Group,,0,,,,,by Dolly Parton,,,,,,9780399162480,,DREAM MORE,,
,,Jai Pausch,,,0307888525,"The widow of Randy Pausch, the computer scientist and author of ""The Last Lecture,"" describes her experience as a caregiver during his fatal illness.",Crown Publishing,,0,,,,,by Jai Pausch,,,,,,9780307888525,,DREAM NEW DREAMS,,
,,Samuel Beckett,,,1611453135,,,,0,,https://www.nytimes.com/1993/06/13/books/the-hyphen-of-passion-between-shilly-and-shally.html,,,,,,,,,9781611453133,,Dream of Fair to Middling Women: A Novel (Arcade Classics),,
,,Scott Bradfield,,,0679736387,,,,0,,https://www.nytimes.com/1990/11/25/books/psychobabble-of-the-doppelgangers.html,,,,,,,,,9780679736387,,Dream of the Wolf,,
,,Herbert Morris,,,0060960086,,,,0,,https://www.nytimes.com/1986/03/16/books/love-lust-and-the-passing-of-seasons.html,,,,,,,,,9780060960087,,Dream Palace,,
,,Fouad Ajami,,,0375704744,,,,0,,https://www.nytimes.com/1998/02/22/books/lost-hopes-of-the-arabs.html,,,,,,,,,9780375704741,,Dream Palace of the Arabs: A Generation's Odyssey,,
,,Moira Crone,,,0878058133,,,,0,,https://www.nytimes.com/1995/10/29/books/university-presses-louisiana-limbo.html,,,,,,,,,9780878058136,,Dream State: Stories,,
,,David Malouf,,,0375724494,,,,0,,https://www.nytimes.com/2000/08/20/books/boomerang-lives.html,,,,,,,,,9780375724497,,Dream Stuff: Stories,,
,,Jack McCallum,,,0345520505,The 1992 U.S. men’s Olympic basketball team.,Ballantine,,0,,,,,by Jack McCallum,,,,,,9780345520500,,DREAM TEAM,,
,,Sherrilyn Kenyon,,,,"To save all of mankind, the Dream-Hunters must lure a warrior out of self-imposed exile to train them to fight their enemies.",St. Martin’s,,7.99,,,,,by Sherrilyn Kenyon,,,,,,,,DREAM WARRIOR,,
0,Mass Market Paperback,Susan Mallery,Paperback Mass-Market Fiction,,0373778414,,Harlequin HQN,21,0,2013-12-22,,,0,by Susan Mallery,,0373778414,,0,,9780373778416,9780373778416,DREAM WEDDING,2013-12-07,
,,Rob Nixon,,,0312245408,,,,0,,https://www.nytimes.com/2000/05/07/books/birds-of-a-feather.html,,,,,,,,,9780312245405,,"Dreambirds [Dream Birds]: The Strange History of the Ostrich in Fashion, Food, and Fortune",,
,,Stephen King,,,074343627X,,,,0,,https://www.nytimes.com/2001/04/15/books/weasel-from-another-planet.html,,,,,,,,,9780743436274,,Dreamcatcher,,
,,Jack Butler,,,0679446656,,,,0,,https://www.nytimes.com/1998/07/19/books/books-in-brief-fiction-814237.html,,,,,,,,,9780679446651,,Dreamer : A Novel,,
,,Charles Johnson,,,0684854430,,,,0,,https://www.nytimes.com/2001/01/14/books/new-noteworthy-paperbacks-285927.html,,,,,,,,,9780684854434,,Dreamer: A Novel,,
0,E-Book Nonfiction,Glenn Beck with Kevin Balfe,E-Book Nonfiction,,1442375116,More little-known stories from America’s past.,Threshold Editions/Mercury Radio Arts,8,0,2014-11-16,,,1,by Glenn Beck with Kevin Balfe,,1476787158,,0,,9781442375116,9781476787152,DREAMERS AND DECEIVERS,2014-11-01,
,,John Simon,,,156663413X,,,,0,,https://www.nytimes.com/2001/11/11/books/books-in-brief-nonfiction-972037.html,,,,,,,,,9781566634137,,Dreamers of Dreams: Essays on Poets and Poetry,,
,,Karen Marie Moning,,,0440244404,MacKlaya finds herself under the erotic spell of a Fae master.,Delacorte,,0,,,,,by Karen Marie Moning,,,,,,9780440244400,,DREAMFEVER,,
,,Alison Habens,,,0312151144,,,,0,,https://www.nytimes.com/1996/04/21/books/blunderland.html,,,,,,,,,9780312151140,,Dreamhouse,,
,,Alice Kaplan,,https://www.nytimes.com/2012/04/04/books/dreaming-in-french-by-alice-kaplan.html,022605487X,,,,0,,,,,,,,,,,9780226054872,,Dreaming in French,,
,,Daphne Merkin,,,0517706261,,,,0,,https://www.nytimes.com/1997/08/03/books/books-in-brief-nonfiction-303771.html,,,,,,,,,9780517706268,,Dreaming of Hitler: Passions and Provocations,,
0,Hardcover Fiction,Laurie R King,Hardcover Fiction,,0345531795,"In the 13th novel about Sherlock Holmes and his clever wife, Mary Russell, the couple uncover secrets in Japan.",Bantam,8,0,2015-03-08,,,1,by Laurie R. King,,0345531795,,0,,9780345531797,9780345531797,DREAMING SPIES,2015-02-21,
0,Hardcover Nonfiction,David K Randall,Hardcover Nonfiction,,039308020X,,Norton,26,0,2012-09-02,,,0,by David K. Randall,,039308020X,,0,,9780393080209,9780393080209,DREAMLAND,2012-08-18,
0,Crime and Punishment,Sam Quinones,Crime and Punishment,,1620402505,A journalist's study of the prescription opioid and heroin epidemics sweeping small towns around the country.,Bloomsbury,10,0,2016-05-15,,,0,by Sam Quinones,,1620402521,,0,,9781620402504,9781620402528,DREAMLAND,2016-04-30,
,,Kevin Baker,,,0060852720,,,,0,,https://www.nytimes.com/1999/02/28/books/time-and-again.html,,,,,,,,,9780060852726,,Dreamland (P.S.),,
,,Phil Patton,,,0375753850,,,,0,,https://www.nytimes.com/1998/08/09/books/alien-nation.html,,,,,,,,,9780375753855,,Dreamland: Travels Inside the Secret World of Roswell and Area 51,,
,,Marguerite Yourcenar,,,0312212895,,,,0,,https://www.nytimes.com/1999/11/21/books/books-in-brief-nonfiction-410799.html,,,,,,,,,9780312212896,,Dreams and Destinies,,
,,John Galt,,,0671611593,,,,0,,https://www.nytimes.com/1986/09/21/books/in-short-nonfiction-163686.html,,,,,,,,,9780671611590,,Dreams Come Due: Government and Economics As If Freedom Mattered,,
,,David Harris,,,156279034X,,,,0,,https://www.nytimes.com/1982/06/13/books/a-protege-s-story.html,,,,,,,,,9781562790349,,Dreams Die Hard,,
0,Paperback Nonfiction,Barack Obama,Paperback Nonfiction,,0307383415,The senator on life as the son a black African father and a white American mother.,Three Rivers,30,0,2012-09-23,https://www.nytimes.com/1995/08/06/books/review/06obama-dreams.html,,0,by Barack Obama,,1400082773,,0,,9780307383419,9781400082773,DREAMS FROM MY FATHER,2012-09-08,
,,Kresley Cole,,,1439177015,"Murdered before he could wed, the warlord Aidan the Fierce seeks his beloved through eternity, reborn into new identities yet with no memory of his past lives; part of the Immortals After Dark series.",Pocket,,0,,,,,by Kresley Cole,,,,,,9781439177013,,DREAMS OF A DARK WARRIOR,,
,,David Rosenberg,,,0609808540,,,,0,,https://www.nytimes.com/2000/09/10/books/for-adults-only.html,,,,,,,,,9780609808542,,Dreams of Being Eaten Alive: The Literary Core of the Kabbalah,,
,,Shena Mackay,,,0156005336,,,,0,,https://www.nytimes.com/1994/12/18/books/living-on-vodka-and-asparagus.html,,,,,,,,,9780156005333,,Dreams Of Dead Women's Handbags: Collected Stories,,
,,Ian Bell,,,0805039384,,,,0,,https://www.nytimes.com/1994/01/16/books/the-man-from-treasure-island.html,,,,,,,,,9780805039382,,Dreams of Exile: Robert Louis Stevenson : A Biography,,
0,Hardcover Fiction,Lisa See,Hardcover Fiction,https://www.nytimes.com/2011/06/10/books/lisa-sees-dreams-of-joy-book-review.html,0812980549,"Angry at her mother and aunt over family secrets, a strong-willed young woman runs away to Shanghai in 1957 in search of her birth father.",Random House,32,0,2011-08-14,,,0,by Lisa See,,140006712X,,0,,9780812980547,9781400067121,DREAMS OF JOY,2011-07-30,
0,Mass Market Paperback,Lynn Kurland,Paperback Mass-Market Fiction,,0515153478,"Isabelle de Piaget, determined to elude her overprotective family, winds up shipwrecked on the French coast with no memory of who she is or how she came to awaken in the castle of a brooding lord.",Jove,16,0,2014-05-18,,,1,by Lynn Kurland,,0515153478,,0,,9780515153477,9780515153477,DREAMS OF LILACS,2014-05-03,
,,Laura Shaine Cunningham,,,0743436490,,,,0,,https://www.nytimes.com/2003/09/28/books/books-in-brief-fiction-342106.html,,,,,,,,,9780743436496,,Dreams of Rescue: A Novel,,
,,Cristina Garcia,,,1416979301,,,,0,,https://www.nytimes.com/2011/07/17/books/review/childrens-books-dreams-of-significant-girls-and-dancing-home.html,,,,,,,,,9781416979302,,Dreams of Significant Girls,,
,,Wendy Doniger O'Flaherty,,,0226618552,,,,0,,https://www.nytimes.com/1984/11/18/books/the-thought-contains-the-thinker.html,,,,,,,,,9780226618555,,"Dreams, Illusion, and Other Realities",,
,,Hans Peter Duerr,,,0631155481,,,,0,,https://www.nytimes.com/1985/09/08/books/reality-with-witches.html,,,,,,,,,9780631155485,,Dreamtime: Concerning the Boundary Between Wilderness and Civilization,,
,,Lynn Viehl,,,0451412885,,Onyx,,0,,,,,by Lynn Viehl,,,,,,9780451412881,,DREAMVEIL,,
0,Mass Market Paperback,Emily March,Paperback Mass-Market Fiction,,0345542304,,Ballantine,23,0,2014-06-15,,,0,by Emily March,,0345542304,,0,,9780345542304,9780345542304,DREAMWEAVER TRAIL,2014-05-31,
,,David Sedaris,,https://www.nytimes.com/2004/06/11/books/books-of-the-times-on-the-comedy-freeway-in-the-introspective-lane.html,0316010790,,,,0,,,,,,,,,,,9780316010795,,Dress Your Family in Corduroy and Denim,,
,,Carol Shields,,,0141001917,,,,0,,https://www.nytimes.com/2000/06/11/books/itemize-this.html,,,,,,,,,9780141001913,,Dressing Up for the Carnival,,
0,Paperback Nonfiction,Rachel Maddow,Paperback Nonfiction,https://www.nytimes.com/2012/03/29/books/drift-by-rachel-maddow-of-msnbc-traces-american-militarism.html,0307460991,"America’s path to war has become too easy, the MSNBC host argues.",Broadway,18,0,2013-04-14,https://www.nytimes.com/2012/04/15/books/review/drift-by-rachel-maddow.html,,4,by Rachel Maddow,,0307460991,,0,,9780307460998,9780307460998,DRIFT,2013-03-30,
,,Dale Peck,,,158234969X,,,,0,,https://www.nytimes.com/2005/11/13/books/review/13swope.html,,,,,,,,,9781582349695,,Drift House: The First Voyage,,
,,Sherryl Woods,,,077832947X,A single mother’s dreams of home and family are tantalizingly within reach when she settles in Chesapeake Shores and is embraced by the O’Brien clan.,Mira,,0,,,,,by Sherryl Woods,,,,,,9780778329473,,DRIFTWOOD COTTAGE,,
,,Patti Callahan Henry,,,,,New American Library,,0,,,,,by Patti Callahan Henry,,,,,,,,DRIFTWOOD SUMMER,,
,,Newt Gingrich with Vince Haley,,,,,Regnery,,0,,,,,by Newt Gingrich with Vince Haley,,,,,,,,"DRILL HERE, DRILL NOW, PAY LESS",,
,,Chloe Neill,,,0451234863,"With Lake Michigan turning black and the city in turmoil, Merit the vampire springs 
into action; Book 5 of the Chicagoland Vampires series.",NAL,,0,,,,,by Chloe Neill,,,,,,9780451234865,,DRINK DEEP,,
,,Jacquelyn Frank,,,1420109855,A battered runaway holds the key to a dark and twisted enigma for the telepathic Pack.,Zebra/Kensington,,0,,,,,by Jacquelyn Frank,,,,,,9781420109856,,DRINK OF ME,,
,,David Zinczenko and Matt Goulding,,,1605295396,How to lose weight by being careful about what you drink and avoiding hidden calories.,Rodale,,19.99,,,,,by David Zinczenko and Matt Goulding,,,,,,9781605295398,,"DRINK THIS, NOT THAT!",,
,,Andrew Barr,,,075675321X,,,,0,,https://www.nytimes.com/1999/06/20/books/cheers.html,,,,,,,,,9780756753214,,Drink: A Social History of America,,
1,Hardcover Nonfiction,Brandi Glanville with Leslie Bruce,Hardcover Nonfiction,,0062297171,"Observations on hooking up, from the “Real Housewives of Beverly Hills” star.",HarperOne/HarperCollins,16,0,2014-03-02,,,1,by Brandi Glanville with Leslie Bruce,,0062296310,,0,,9780062297174,9780062296313,DRINKING AND DATING,2014-02-15,
0,Combined Print and E-Book Nonfiction,Brandi Glanville with Leslie Bruce,Combined Print & E-Book Nonfiction,,1476707626,"One of the “Real Housewives of Beverly Hills” describes growing up poor, her contentious divorce, her D.U.I. and other adventures.",Gallery Books,18,0,2013-04-14,,,7,by Brandi Glanville with Leslie Bruce,,None,,0,,9781476707624,9781476707648,DRINKING AND TWEETING,2013-03-30,
,,Laura Furman,,,0970152523,,,,0,,https://www.nytimes.com/2001/06/03/books/better-homes-and-gardens.html,,,,,,,,,9780970152527,,Drinking with the Cook,,
0,Paperback Business Books,Daniel H Pink,Paperback Business Books,,0143145088,"A look at what truly motivates us, and how we can use that knowledge to work smarter and live better.",Riverhead,5,0,2013-06-09,,,0,by Daniel H. Pink,,1594484805,,0,,9780143145080,9781594484803,DRIVE,2013-05-25,
,,Christine Warren,,,0312357249,,St. Martin's Press,,0,,,,,by Christine Warren,,,,,,9780312357245,,DRIVE ME WILD,,
0,Combined Print and E-Book Nonfiction,Donald Driver with Peter Golenbock,Combined Print & E-Book Nonfiction,,0385349157,"The retired Green Bay Packers receiver looks back on his life, including his impoverished childhood,  and his achievements.",Crown Archetype,19,0,2013-11-10,,,0,by Donald Driver with Peter Golenbock,,0385349149,,0,,9780385349154,9780385349147,DRIVEN,2013-10-26,
,,Jean Pfaelzer,,,1400061342,,,,0,,https://www.nytimes.com/2007/07/29/books/review/Limerick-t.html,,,,,,,,,9781400061341,,Driven Out: The Forgotten War Against Chinese Americans,,
,,Eugene Gloria,,,0140589252,,,,0,,https://www.nytimes.com/2000/08/20/books/books-in-brief-fiction-poetry-610470.html,,,,,,,,,9780140589252,,Drivers at the Short-Time Motel (National Poetry Series),,
0,Combined Print and E-Book Fiction,Richard Castle,Combined Print & E-Book Fiction,,1401324827,"The N.Y.P.D. homicide detective Nikki Heat attempts to stop a killer while her fiancé, the journalist Jameson Rook, meddles in the case.",Kingswell,20,0,2015-10-04,,,0,by Richard Castle,,None,,0,,9781401324827,9781484724941,DRIVING HEAT,2015-09-19,
,,P J O'Rourke,,,,,Grove/Atlantic,,0,,,,,by P. J. O'Rourke,,,,,,,,DRIVING LIKE CRAZY,,
,,Michael Paterniti,,,038533303X,,,,0,,https://www.nytimes.com/2000/07/30/books/not-as-swift-as-light.html,,,,,,,,,9780385333030,,Driving Mr. Albert: A Trip Across America with Einstein's Brain,,
,,Harvey Araton,,,0547746717,The relationship between Yankees pitching great Ron Guidry and the Hall of Fame catcher Yogi Berra at the team’s spring training in Tampa.,Houghton Mifflin Harcourt,,0,,,,,by Harvey Araton,,,,,,9780547746715,,DRIVING MR. YOGI,,
,,John Strawn,,,1558215557,,,,0,,https://www.nytimes.com/1991/06/09/books/more-than-a-glorified-lawn.html,,,,,,,,,9781558215559,,Driving the Green: The Making of a Golf Course,,
,,Jason Brown,,,0393332063,,,,0,,https://www.nytimes.com/1999/05/02/books/books-in-brief-fiction-364169.html,,,,,,,,,9780393332063,,Driving the Heart: And Other Stories,,
,,Jayne Amelia Larson,,,1451640013,An out-of-work actress takes a job with a limousine service and winds up driving for members of the Saudi royal family on vacation in Beverly Hills.,Simon & Schuster,,0,,,,,by Jayne Amelia Larson,,,,,,9781451640014,,DRIVING THE SAUDIS,,
,,Lesley Hazleton,,,0684839873,,,,0,,https://www.nytimes.com/1998/10/11/books/car-and-driver.html,,,,,,,,,9780684839875,,Driving to Detroit : An Automotive Odyssey,,
,,Dan Simmons,,,,,"Little, Brown",,0,,,,,by Dan Simmons,,,,,,,,DROOD,,
,,T.C. Boyle,,,0142003808,,,,0,,https://www.nytimes.com/2003/02/23/books/i-m-jerry-and-he-s-pigpen.html,,,,,,,,,9780142003800,,Drop City,,
,,Jackie Collins,,,,,St. Martin's Press,,0,,,,,by Jackie Collins,,,,,,,,DROP DEAD BEAUTIFUL,,
,,A J Jacobs,,https://www.nytimes.com/2012/04/16/books/in-drop-dead-healthy-a-j-jacobs-gets-relentlessly-fit.html,1416599088,"The author of “The Know-It-All” and “The Year of Living Biblically” samples workouts, diets and gadgets in pursuit of optimal health in every organ.",Simon & Schuster,,0,,,,,by A. J. Jacobs,,,,,,9781416599081,,DROP DEAD HEALTHY,,
,,Frank Langella,,,0062094491,"A memoir of the actor’s encounters, many sexual, with famous men and women.",HarperCollins Publishers,,0,,https://www.nytimes.com/2012/04/22/books/review/dropped-names-frank-langellas-memoir.html,,,by Frank Langella,,,,,,9780062094490,,DROPPED NAMES,,
,,Jamie Koufman and Jordan Stern with Marc Michel Bauer,,,0982708319,"A diet against reflux, and the best and worst foods for reflux sufferers.",The Reflux Cookbooks,,29.95,,,,,by Jamie Koufman and Jordan Stern with Marc Michel Bauer,,,,,,9780982708316,,DROPPING ACID,,
,,Tadashi Agi,,,1935654276,This series is about the son of a wine critic who must identify 12 wines in order to claim an inheritance.,Vertical Inc.,,14.95,,,,,by Tadashi Agi,,,,,,9781935654278,,"DROPS OF GOD, VOL. 1",,
,,Junot Diaz,,,1573226068,,,,0,,https://www.nytimes.com/1996/09/29/books/english-lessons.html,,,,,,,,,9781573226066,,Drown,,
,,Lee Grove,,,0670834580,,,,0,,https://www.nytimes.com/1991/07/21/books/in-short-fiction-943091.html,,,,,,,,,9780670834587,,Drowning,,
,,Christina Schwarz,,,0345439104,,,,0,,https://www.nytimes.com/2000/09/10/books/thin-ice.html,,,,,,,,,9780345439109,,Drowning Ruth: A Novel (Oprah's Book Club),,
0,Mass Market Paperback,Diana Gabaldon,Paperback Mass-Market Fiction,,044022425X,,Dell,12,0,2014-10-12,,,0,by Diana Gabaldon,,044022425X,,0,,9780440224259,9780440224259,DRUMS OF AUTUMN,2014-09-27,
,,Adam Alter,,,1594204543,,Penguin Press,,0,,,,,by Adam Alter,,,,,,9781594204548,,DRUNK TANK PINK,,
0,E-Book Nonfiction,Augusten X Burroughs,E-Book Nonfiction,,1466844302,"The author of ''Running With Scissors'' recalls his time working, and drinking, in the advertising industry. Originally published in 2004.",Picador,2,0,2016-02-21,,,1,by Augusten X. Burroughs,,1466844302,,0,,9781466844308,9781466844308,DRY,2016-02-06,
0,Combined Print and E-Book Fiction,Craig Johnson,Combined Print & E-Book Fiction,,0698157516,Sheriff Walt Longmire investigates the death of a Cheyenne rancher on whose property a valuable dinosaur skeleton was found. T,Viking,7,0,2015-05-31,,,1,by Craig Johnson,,0698157516,,0,,9780698157514,9780698157514,DRY BONES,2015-05-16,
,,Virginia Hamilton,,,0152015876,,,,0,,https://www.nytimes.com/1992/11/22/books/children-s-books-524892.html,,,,,,,,,9780152015879,,Drylongso,,
0,Picture Books,Carson Ellis,Children’s Picture Books,,0763665304,"To describe the world around them, these creatures find it takes a language all their own.",Candlewick,10,0,2017-02-12,,,1,by Carson Ellis,,0763665304,,0,,9780763665302,9780763665302,DU IZ TAK?,2017-01-28,
,,Kristin Luker,,,0674217039,,,,0,,https://www.nytimes.com/1996/09/01/books/scandal-or-scapegoating.html,,,,,,,,,9780674217034,,Dubious Conceptions: The Politics of Teenage Pregnancy,,
,,Andreas Franzke,,,0810908158,,,,0,,https://www.nytimes.com/1982/03/28/books/an-art-with-no-art-history-in-it.html,,,,,,,,,9780810908154,,Dubuffet,,
,,Calvin Tomkins,,,0805057897,,,,0,,https://www.nytimes.com/1996/12/01/books/ready-made-genius.html,,,,,,,,,9780805057898,,Duchamp: A Biography,,
,,Eloisa James,,,,"Wanting to avoid scandal, a duchess disguises herself as a man to attend a wild party.",Avon,,7.99,,,,,by Eloisa James,,,,,,,,DUCHESS BY NIGHT,,
0,Picture Books,Tad Hills,Children’s Picture Books,,0385372353,Two feathered friends visit the ocean.,Schwartz & Wade,6,0,2014-04-27,,,1,by Tad Hills,,0385372353,,0,Ages 3 to 7,9780385372350,9780385372350,DUCK AND GOOSE GO TO THE BEACH,2014-04-12,
0,Business Books,Willie and Korie Robertson with Mark Schlabach,Business,,147670354X,Behind the scenes at the A&E show “Duck Dynasty.”,Howard Books,8,0,2014-01-12,,,0,by Willie and Korie Robertson with Mark Schlabach,,147670354X,,0,,9781476703541,9781476703541,DUCK COMMANDERS,2013-12-28,
,,Amy Krouse Rosenthal,,,,Which is it? It’s all in how you look at it.,Chronicle,,16.99,,https://www.nytimes.com/2009/05/10/books/review/Handy-t.html,,,by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,Illustrated by Tom Lichtenheld,,,,Ages 3 and up,,,DUCK! RABBIT!,,
,,Jenn McKinlay,,,042524668X,"The library director Lindsey Norris faces a baffling whodunit after a murder is committed in her cozy hometown, Briar Creek.",Berkley Prime Crime,,7.99,,,,,by Jenn McKinlay,,,,,,9780425246689,,DUE OR DIE,,
,,Janette Turner Hospital,,,0393325733,,,,0,,https://www.nytimes.com/2003/09/07/books/fatal-voyage.html,,,,,,,,,9780393325737,,Due Preparations for the Plague: A Novel,,
0,E-Book Nonfiction,Paul Collins,E-Book Nonfiction,,0307956466,"In 1800, Alexander Hamilton and Aaron Burr joined forces to defend a young man accused of murder in New York City.",Crown,18,0,2014-11-23,,,0,by Paul Collins,,0307956474,,0,,9780307956460,9780307956477,DUEL WITH THE DEVIL,2014-11-08,
,,Thomas Fleming,,,0465017371,,,,0,,https://www.nytimes.com/2000/02/13/books/the-talented-mr-burr.html,,,,,,,,,9780465017379,,"Duel: Alexander Hamilton, Aaron Burr, And The Future Of America",,
0,Trade Fiction Paperback,Nora Roberts,Paperback Trade Fiction,,037328585X,,Silhouette,28,0,2010-02-07,,,0,by Nora Roberts,,037328585X,,0,,9780373285853,9780373285853,DUETS,2010-01-24,
0,Culture,Terry Teachout,Culture,,159240880X,"A biography of the grandson of a slave, Edward Kennedy ""Duke"" Ellington, who became arguably the greatest jazz composer of the twentieth century.",Gotham/Penguin,8,0,2015-06-14,https://www.nytimes.com/2013/12/08/books/review/duke-a-life-of-duke-ellington-by-terry-teachout.html,,0,by Terry Teachout,,None,,0,,9781592408801,9780698138582,DUKE,2015-05-30,
,,Harvey G. Cohen,,,0226112640,,,,0,,https://www.nytimes.com/2010/06/06/books/review/Keepnews-t.html,,,,,,,,,9780226112640,,Duke Ellington's America,,
,,Victor Stater,,,0809040336,,,,0,,https://www.nytimes.com/1999/04/18/books/books-in-brief-nonfiction-143600.html,,,,,,,,,9780809040339,,Duke Hamilton Is Dead!: A Story of Aristocratic Life and Death in Stuart Britain,,
